svm_linear,0.62,0.545
svm_polynomial,0.736666666667,0.68
svm_rbf,0.953333333333,0.955
logistic,0.622950819672,0.545
knn,0.923214781884,0.94
decision_tree,0.973387978142,0.99
random_forest,0.9766648143,0.945
